33.243675	-87.668777	835.961670	-2.159526	1.459072	0.582165
35.713463	-87.736427	835.700073	-2.036055	1.431691	0.463969
34.517006	-88.201729	835.796875	-2.140036	1.441909	0.557158
33.270744	-87.672073	835.954773	-2.159195	1.458723	0.580569
33.812447	-88.510841	835.853333	-2.203346	1.447166	0.621772
32.612675	-87.962151	836.003418	-2.241292	1.463444	0.650899
35.114769	-89.254227	836.647217	-2.191147	1.429137	0.600137
32.626900	-88.032295	836.983826	-2.226590	1.463580	0.646484
34.443264	-88.328560	835.805176	-2.147192	1.441147	0.556247
35.663666	-87.611694	835.702942	-2.030819	1.432931	0.456170
34.943344	-89.283257	835.653687	-2.182197	1.428520	0.612173
32.486671	-87.514252	836.023438	-2.183920	1.466678	0.607450
33.862381	-86.097412	836.971863	-1.960717	1.461977	0.379920
33.878654	-86.097054	836.962830	-1.962887	1.461770	0.379610
34.419411	-88.231209	835.822632	-2.143142	1.442848	0.564212
36.124504	-88.508057	835.561035	-2.082417	1.421020	0.501945
32.539684	-87.959976	835.970337	-2.228904	1.462760	0.647507
34.515015	-88.201569	835.801025	-2.140329	1.441973	0.557448
33.129745	-87.666451	835.956177	-2.161821	1.458878	0.580716
33.295818	-87.788635	835.950745	-2.178694	1.457678	0.589473
33.053993	-85.118835	836.081299	-1.898827	1.473642	0.308233
34.386417	-85.811745	835.955322	-1.914596	1.456584	0.340779
34.539299	-88.374138	835.800720	-2.152513	1.440537	0.569783
33.082287	-87.868935	835.944397	-2.183325	1.457953	0.602400
35.684444	-87.588470	835.703430	-2.036485	1.432802	0.453765
35.598461	-84.927780	835.840454	-1.790578	1.444978	0.216376
32.627140	-85.016838	836.147949	-1.894523	1.481131	0.304734
33.091591	-87.749939	835.958313	-2.182363	1.458697	0.590854
32.470676	-88.048187	835.992798	-2.250055	1.462835	0.659769
33.172092	-87.719330	835.987671	-2.160241	1.460186	0.581675
33.172108	-85.188545	836.104309	-1.906967	1.473593	0.316439
33.184135	-85.156433	836.085938	-1.906025	1.473544	0.312994
35.228062	-86.275986	835.980774	-1.991329	1.460439	0.397713
32.545952	-85.367859	836.141296	-1.959700	1.480213	0.367970
34.399277	-85.796791	835.941467	-1.922992	1.456448	0.338620
33.194572	-86.960922	836.016052	-2.104427	1.464295	0.514988
34.400826	-85.785370	835.941772	-1.919304	1.456477	0.337383
34.351521	-85.828087	835.922180	-1.919594	1.455340	0.338857
34.327820	-88.437286	835.783386	-2.159395	1.440967	0.579159
