(9.0467,-135.5047,757.3276)	(37.5923,-134.5301,752.1846)	(25.9037,-94.9550,759.3876)	(27.0777,-72.2620,756.5051)	(-15.8241,-122.8408,776.5317)	(9.2070,-116.8728,764.4208)	(47.3651,-116.6033,763.1962)	(72.8465,-121.4445,766.0203)	(3.1454,-58.7144,785.6880)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7396,778.3759)	(27.0205,-44.5695,775.6125)
(7.6479,-134.2099,757.3314)	(38.7431,-134.5183,752.1755)	(25.9037,-94.7142,759.3911)	(25.7740,-73.5788,757.4897)	(-15.8203,-124.1882,776.5262)	(9.2149,-116.8728,766.4115)	(47.3651,-117.6170,761.2095)	(72.8465,-121.4445,766.0203)	(4.4696,-58.5578,784.6774)	(26.7223,-57.6547,771.5488)	(56.8718,-56.7396,778.3833)	(27.0205,-44.6873,775.6125)
(8.9612,-135.5047,757.3311)	(37.6001,-134.8781,754.1587)	(25.9037,-94.7102,757.4327)	(27.1581,-72.3629,757.5134)	(-15.8162,-122.8408,778.5267)	(10.5363,-116.8689,764.4097)	(47.3651,-117.6170,761.2095)	(74.4305,-121.4445,766.0459)	(4.4736,-58.5578,784.6810)	(26.5925,-57.5024,769.5501)	(55.5222,-56.7477,778.3853)	(28.3625,-43.3364,776.5986)
(9.0467,-134.1901,757.3314)	(37.4463,-134.5301,752.2006)	(25.9037,-94.7102,757.4327)	(27.1542,-72.3629,757.5116)	(-15.8200,-124.1882,776.5262)	(10.5403,-116.8689,764.4135)	(47.3651,-116.7573,764.1912)	(73.0938,-121.7585,766.0331)	(4.4736,-58.5578,784.6810)	(27.9265,-57.6467,769.5446)	(56.8758,-56.7437,778.3889)	(28.3625,-43.3364,776.5986)
(8.9572,-134.1901,757.3295)	(37.4385,-134.5183,752.1736)	(25.9037,-94.9550,759.3929)	(27.0855,-72.3511,757.4844)	(-15.8203,-124.1882,776.5262)	(10.5324,-116.8689,764.4116)	(47.3651,-116.6033,763.2054)	(74.4305,-121.4445,766.0405)	(4.4736,-58.5578,784.6774)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7477,778.3907)	(28.3666,-43.3364,776.6080)
(7.7222,-134.5665,757.3314)	(38.9121,-134.5183,752.1808)	(26.0378,-94.9629,759.4003)	(27.0855,-72.2620,756.5107)	(-15.8243,-124.0272,775.5305)	(10.5363,-116.8689,764.4135)	(47.5507,-116.6073,763.2146)	(74.4186,-121.4445,766.0203)	(4.4696,-58.5578,784.6810)	(27.9385,-57.6507,771.5247)	(55.3320,-56.6112,776.4223)	(28.3666,-43.3364,776.6042)
(8.9612,-134.1862,757.3295)	(37.4424,-134.5262,752.1755)	(25.9037,-94.7102,757.4182)	(27.0777,-72.2620,756.5089)	(-15.8203,-122.8408,776.5353)	(10.5363,-116.8689,764.4135)	(47.3651,-116.6033,763.1981)	(74.4266,-121.7585,766.0405)	(3.1219,-58.5619,784.6885)	(26.7223,-57.6547,771.5449)	(56.8718,-56.7396,778.3853)	(28.3706,-43.3364,776.6061)
(9.0349,-135.5007,757.3260)	(38.9121,-134.5262,754.1461)	(25.9037,-94.7102,759.3857)	(27.0855,-72.3511,757.4844)	(-15.8162,-124.1882,776.5262)	(10.5363,-116.8689,764.4135)	(47.3651,-116.6033,763.2054)	(74.4266,-121.7585,766.0405)	(4.4027,-58.4053,782.6821)	(27.9345,-57.6467,769.5446)	(55.3320,-56.6112,776.4297)	(27.1501,-43.4548,778.5974)
(8.9651,-135.5007,757.3257)	(38.9121,-134.8742,754.1496)	(25.9037,-94.7102,757.4327)	(27.0894,-72.3550,757.4897)	(-15.8241,-124.1882,776.5262)	(10.5363,-116.8689,764.4135)	(47.1795,-116.6033,763.2035)	(74.4305,-121.4445,766.0479)	(4.3986,-58.4053,782.6821)	(27.9225,-57.4984,769.5261)	(56.6781,-56.6072,776.4279)	(28.3706,-44.5574,778.5750)
(9.0428,-134.1901,757.3329)	(38.9121,-134.8781,754.1479)	(27.2169,-94.7102,757.4272)	(27.1424,-72.3590,757.4970)	(-15.8243,-124.0272,775.5305)	(10.5363,-116.8689,764.4135)	(47.1795,-116.2995,761.2169)	(73.0938,-121.4445,766.0350)	(4.4696,-58.5578,782.6893)	(27.9385,-57.6507,769.5427)	(56.8718,-56.7396,778.3833)	(28.3666,-44.6873,776.5931)
(9.0388,-134.1901,757.3311)	(38.9121,-134.5183,752.1771)	(26.0378,-94.9629,759.4022)	(27.1424,-72.3590,757.5043)	(-15.8243,-124.0272,775.5305)	(10.5363,-116.8689,764.4135)	(47.5468,-116.6033,763.2127)	(74.4266,-121.4445,766.0386)	(4.4696,-58.5578,784.6810)	(26.6005,-57.5024,769.5501)	(55.3240,-56.6112,776.4259)	(27.0326,-44.6832,776.6025)
(9.0467,-135.8647,757.3333)	(37.6040,-134.5222,752.1790)	(26.0378,-94.9629,759.3965)	(27.1502,-72.3629,757.5081)	(-15.8203,-124.1882,776.5262)	(10.5363,-116.8689,764.4135)	(47.3651,-117.6170,761.2114)	(74.4266,-121.4445,766.0386)	(5.7510,-58.4013,782.6746)	(28.0597,-57.6547,769.5427)	(56.8718,-56.7396,778.3833)	(28.3666,-44.6873,776.5931)
(9.0428,-134.5467,757.3311)	(38.9121,-134.8781,754.1533)	(26.0378,-94.9629,759.3857)	(27.0894,-72.2620,756.5107)	(-15.8243,-124.0272,775.5305)	(10.6212,-117.1770,766.3948)	(47.5507,-116.7573,764.1932)	(74.4305,-121.7585,766.0405)	(4.4108,-58.5578,782.6821)	(26.7223,-57.6547,771.5488)	(56.8718,-56.7396,778.3723)	(27.1461,-43.3405,778.5880)
(9.0506,-135.5047,757.3384)	(38.9121,-134.5183,752.1862)	(26.0378,-94.9629,759.3948)	(25.8370,-72.3590,757.4771)	(-15.8162,-124.1882,776.5226)	(10.5324,-116.8689,764.4097)	(47.3651,-117.6170,761.2023)	(74.4266,-121.7585,766.0258)	(4.3986,-58.4053,782.6821)	(27.9385,-57.6507,769.5427)	(55.5222,-56.7477,778.3927)	(28.3706,-44.6873,776.5876)
(7.7300,-134.1901,757.3384)	(38.9042,-134.8742,752.1862)	(25.9037,-94.7102,757.4526)	(27.0777,-72.2620,756.5089)	(-15.8241,-124.0272,776.5226)	(10.5324,-116.8689,764.4116)	(47.3651,-117.6170,761.2114)	(73.0898,-121.7585,766.0276)	(4.4067,-58.4053,782.6821)	(27.9385,-57.6507,769.5427)	(56.8718,-56.7437,778.3853)	(28.3706,-44.6873,776.5986)
(8.9612,-135.5007,757.3260)	(38.9042,-134.5262,752.1683)	(25.9037,-94.7102,759.3857)	(27.0855,-72.3511,757.4844)	(-15.8203,-124.1882,776.5262)	(9.2149,-116.8728,764.4243)	(47.1795,-117.6090,761.1876)	(73.0859,-121.7585,766.0203)	(4.4696,-58.4053,782.6857)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7396,778.3853)	(28.4997,-44.6670,778.5900)
(8.9651,-135.5007,757.3260)	(37.6040,-134.8820,754.1713)	(26.0378,-94.9629,759.3984)	(27.0855,-72.2660,756.5142)	(-15.8122,-122.8408,778.5267)	(10.5403,-116.8689,764.4170)	(47.3612,-116.6033,763.1962)	(74.4305,-121.7585,766.0405)	(4.4696,-58.5578,782.6857)	(26.7223,-57.6547,771.5488)	(56.6781,-56.6072,778.3462)	(27.0245,-43.3364,776.6135)
(7.7261,-135.5047,757.3314)	(38.9121,-134.5183,752.1718)	(25.9037,-94.7102,759.3838)	(27.1502,-72.3590,757.5062)	(-15.8243,-124.0272,776.5226)	(10.5363,-116.8689,764.4135)	(47.3651,-117.6170,761.2095)	(73.0938,-121.4445,766.0350)	(4.4108,-58.4053,782.6821)	(27.9385,-57.6507,769.5427)	(55.3280,-56.6112,776.4279)	(28.3666,-43.3364,776.6135)
(9.0388,-135.5047,757.3295)	(37.6040,-134.8820,754.1641)	(25.9037,-94.7102,757.4254)	(27.1463,-72.3590,757.4989)	(-15.8200,-124.1882,776.5262)	(10.5363,-116.8689,764.4135)	(47.3612,-116.6033,763.2054)	(74.4266,-122.7758,766.0276)	(4.4067,-58.4053,782.6821)	(27.9345,-57.4984,769.5427)	(56.8718,-56.7396,778.3723)	(28.3706,-43.3364,776.6135)
(9.0388,-135.5126,757.3295)	(37.6040,-134.8820,754.1678)	(25.9037,-94.7102,757.4434)	(27.1463,-72.3590,757.5043)	(-15.8243,-124.0272,776.5190)	(10.5363,-116.8689,764.4135)	(47.3651,-116.6033,763.2054)	(74.4305,-121.7585,766.0459)	(4.4067,-58.4053,782.6857)	(28.0597,-57.6507,769.5466)	(56.8718,-56.7396,778.3777)	(28.3706,-43.3364,778.5806)
(9.0467,-135.5047,757.3311)	(37.6040,-134.8820,752.2060)	(25.9037,-94.7102,759.3802)	(27.0894,-72.3511,757.4844)	(-15.8200,-124.1882,776.5262)	(10.5403,-116.8689,764.4135)	(47.5507,-117.9203,763.1853)	(74.4226,-121.7585,766.0258)	(4.4696,-58.5578,784.6774)	(26.7223,-57.6547,771.5468)	(56.8718,-56.7396,778.3833)	(28.3706,-44.6873,776.5876)
(7.7261,-135.5047,757.3314)	(38.9121,-134.8663,754.1423)	(26.0378,-94.9629,759.3948)	(27.1463,-72.3590,757.4989)	(-15.8241,-122.8408,776.5317)	(10.5324,-116.8689,764.4135)	(47.3651,-116.6033,763.2054)	(74.4226,-121.7585,766.0331)	(4.4108,-58.5578,782.6821)	(28.0597,-57.6547,771.5394)	(55.5222,-56.7477,778.3833)	(28.3666,-44.5493,776.6080)
(8.9612,-135.5047,757.3276)	(37.5923,-134.5222,752.1774)	(25.9037,-94.7102,757.4507)	(27.0855,-72.2660,756.5142)	(-15.8122,-122.8408,778.5284)	(10.5363,-116.8689,764.4135)	(47.3612,-117.6170,761.2023)	(74.4226,-121.4445,766.0258)	(4.4067,-58.4053,782.6821)	(26.7223,-57.6547,771.5468)	(55.5222,-56.7437,778.3833)	(27.0205,-43.3364,776.6080)
(8.9612,-135.5047,757.3276)	(37.4424,-134.5262,752.1808)	(25.9037,-94.7102,759.3929)	(27.0894,-72.2660,756.5161)	(-15.8122,-122.8408,778.5267)	(10.5403,-116.8689,764.4170)	(47.3612,-117.6170,761.1949)	(74.4226,-121.7585,766.0331)	(4.4067,-58.4053,782.6821)	(26.7223,-57.6547,771.5468)	(55.3320,-56.6112,776.4297)	(27.0205,-44.6873,776.5857)
(8.9612,-135.5007,757.3257)	(37.6040,-134.8820,754.1568)	(26.0378,-94.9629,759.4092)	(27.1463,-72.3590,757.5043)	(-15.8162,-124.1882,776.5262)	(10.6212,-117.1730,766.3968)	(47.3612,-116.6033,763.2054)	(74.4305,-121.7585,766.0606)	(4.4696,-58.5578,784.6810)	(27.9265,-57.4984,769.5408)	(55.5222,-56.7437,776.4297)	(28.3666,-44.6873,776.5837)
(9.0388,-134.5467,757.3348)	(38.9121,-134.5183,752.1718)	(25.9037,-94.7102,757.4272)	(27.1424,-72.3590,757.4970)	(-15.8243,-124.0272,776.5226)	(10.6212,-117.1730,766.3968)	(47.3612,-116.6033,763.2035)	(73.0938,-121.7585,766.0350)	(4.4696,-58.5578,782.6893)	(27.9305,-57.4984,769.5427)	(56.8718,-56.7477,778.3759)	(28.3706,-43.3364,776.6061)
(7.7300,-135.8647,757.3386)	(38.9121,-134.5183,752.1718)	(25.9037,-94.7102,759.3802)	(27.1502,-72.3590,757.4989)	(-15.8203,-124.1882,776.5262)	(10.5363,-116.8689,764.4135)	(47.3651,-117.6170,761.2095)	(74.4266,-121.4405,766.0386)	(4.4108,-58.5578,782.6821)	(28.0597,-57.6547,769.5427)	(56.6781,-56.6072,776.4204)	(28.3706,-44.5574,778.5806)
(9.0467,-135.8647,757.3333)	(38.7431,-134.5183,752.1664)	(27.2169,-94.7063,757.4254)	(27.1424,-72.3590,757.4916)	(-15.8203,-124.1882,776.5262)	(10.5324,-118.1955,764.4023)	(47.3651,-117.6170,761.2042)	(74.4305,-121.7585,766.0405)	(4.4108,-58.5578,782.6857)	(27.9345,-57.6507,769.5408)	(56.6781,-56.6072,776.4297)	(28.3666,-44.6873,776.5857)
(10.3634,-135.5047,757.3222)	(36.2959,-134.5222,752.2041)	(26.0378,-94.9629,759.3821)	(27.1424,-72.3590,757.4897)	(-15.8241,-124.0272,775.5305)	(10.5324,-116.8689,764.4116)	(47.3612,-117.6130,761.1949)	(74.4226,-121.7585,766.0258)	(4.4067,-58.4053,782.6821)	(27.9305,-57.4984,769.5427)	(55.5222,-56.7477,778.3759)	(28.3706,-43.3364,776.6061)
(7.7261,-135.5047,757.3348)	(38.9121,-134.5183,752.1667)	(25.9037,-94.9550,757.4472)	(27.1463,-72.3590,757.5043)	(-15.8243,-124.0272,775.5305)	(10.5284,-116.8689,764.4116)	(47.3612,-117.6090,761.1876)	(74.4305,-121.7585,766.0405)	(4.4067,-58.4053,782.6821)	(27.9345,-57.6467,769.5501)	(55.3240,-56.6072,776.4094)	(28.3706,-44.5574,778.5806)
(7.7261,-135.5047,757.3329)	(37.6040,-134.5262,752.2006)	(26.0378,-94.9629,759.3914)	(27.0777,-72.2620,756.5089)	(-15.8162,-124.1882,776.5262)	(9.2149,-116.8728,764.4208)	(47.3651,-116.6033,763.1981)	(72.8465,-121.7585,766.0075)	(4.4067,-58.4053,782.6821)	(26.6005,-57.6467,769.5520)	(55.5222,-56.7477,778.3833)	(27.0165,-43.3364,776.5986)
(7.7222,-135.5047,757.3329)	(38.9121,-134.8742,752.1752)	(26.0378,-94.9629,759.3948)	(27.0777,-72.2620,756.4997)	(-15.8162,-122.8408,776.5317)	(10.5363,-116.8689,764.4116)	(47.3651,-116.6033,763.1962)	(74.4186,-121.4405,766.0203)	(3.1219,-58.5619,784.6885)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7396,778.3813)	(27.0205,-43.3364,776.6116)
(8.9612,-135.5047,757.3295)	(37.4463,-134.5183,752.1718)	(25.9037,-94.9590,759.4003)	(27.0816,-72.2620,756.5070)	(-15.8241,-124.1882,776.5262)	(10.5403,-116.8689,764.4135)	(47.3651,-116.6033,763.1981)	(72.8465,-121.4405,766.0075)	(4.4696,-58.4053,782.6857)	(28.0597,-57.6547,771.5394)	(55.5222,-56.7477,778.3963)	(27.0205,-44.6670,776.5857)
(8.9612,-135.5047,757.3295)	(37.6040,-134.8781,752.2060)	(25.9037,-94.7102,757.4346)	(27.0816,-72.2660,756.5161)	(-15.8162,-124.1882,776.5262)	(10.5324,-116.8689,764.4116)	(47.3651,-117.6170,761.2095)	(74.4305,-121.4445,766.0459)	(4.4696,-58.4053,784.6774)	(28.0637,-57.6547,771.5413)	(55.3320,-56.6112,776.4297)	(27.0245,-43.3364,776.6135)
(8.9612,-135.5007,757.3257)	(37.6001,-134.8820,752.1790)	(25.9037,-94.9550,759.3948)	(27.0816,-72.2620,756.5089)	(-15.8122,-122.8408,778.5267)	(10.5403,-116.8689,764.4135)	(47.3651,-116.6033,763.1981)	(73.0898,-121.7585,766.0203)	(4.4818,-58.5578,784.6810)	(28.0597,-57.6547,771.5413)	(56.8758,-56.7477,778.3963)	(28.3706,-43.3364,776.6061)
(8.9572,-134.1862,757.3295)	(37.6001,-134.8781,754.1550)	(25.9037,-94.9550,759.3965)	(27.0816,-72.2620,756.5070)	(-15.8047,-123.1595,778.5303)	(10.5324,-116.8689,764.4116)	(47.3612,-117.6170,761.2095)	(74.4305,-121.4445,766.0405)	(4.4818,-58.5578,784.6810)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7396,778.3853)	(28.3706,-44.5493,776.6080)
(7.6519,-134.5665,757.3314)	(38.9121,-134.8781,754.1603)	(25.9037,-94.7102,759.3911)	(27.0816,-72.2620,756.5107)	(-15.8200,-124.1882,776.5262)	(10.5403,-116.8689,764.4135)	(47.5507,-117.6209,761.2114)	(74.4226,-122.7758,766.0075)	(4.4108,-58.4053,782.6857)	(26.7223,-57.6547,769.5520)	(56.8718,-56.7518,778.3983)	(28.3666,-43.3364,776.6006)
(9.0310,-134.1901,757.3314)	(37.6040,-134.5222,752.1790)	(26.0378,-94.9629,759.3876)	(27.0816,-72.2620,756.5089)	(-15.8241,-124.1882,776.5226)	(10.5363,-116.8689,764.4135)	(47.3651,-117.6170,761.2095)	(72.8425,-122.7758,764.0432)	(4.4067,-58.4053,782.6821)	(26.7223,-57.6547,771.5488)	(56.8718,-56.7396,778.3628)	(27.0245,-43.3364,776.6155)
(10.2744,-134.1901,757.3257)	(37.6040,-134.8820,752.1771)	(26.0378,-94.9629,759.3929)	(27.0894,-72.2660,757.4717)	(-15.8241,-124.1882,775.5324)	(10.6212,-117.1770,766.4041)	(47.3651,-116.6033,763.2127)	(74.4226,-121.4445,766.0276)	(4.4108,-58.4053,782.6857)	(26.7223,-57.6547,769.5536)	(55.5222,-56.7477,778.3797)	(27.0245,-43.3364,776.6135)
(9.0467,-134.1901,757.3384)	(37.6040,-134.8820,754.1587)	(26.0378,-94.9629,759.4003)	(27.0777,-72.2620,756.5070)	(-15.8281,-124.0272,775.5305)	(10.5363,-116.8689,764.4135)	(47.3612,-117.6170,761.2023)	(73.0859,-121.4445,766.0203)	(4.4696,-58.5578,784.6774)	(26.7263,-57.6547,771.5488)	(56.8718,-56.7437,778.3889)	(28.4956,-44.6670,778.5900)
(10.2705,-134.1901,757.3257)	(38.9121,-134.5183,752.1699)	(26.0378,-94.9629,759.4022)	(25.8331,-72.2620,756.5051)	(-15.8281,-122.6815,776.5281)	(10.6212,-117.1730,766.3968)	(47.3612,-116.6033,763.1981)	(74.4305,-121.7585,766.0459)	(4.4696,-58.5578,784.6774)	(28.0597,-57.6547,771.5413)	(56.8718,-56.7396,778.3647)	(28.3666,-43.3364,776.6061)
