(30.2995,-125.6853,744.2720)	(59.9833,-125.2686,744.0919)	(47.4418,-85.8211,749.3206)	(48.4676,-63.5361,746.4139)	(-1.4999,-110.8582,759.4866)	(27.0497,-107.1297,752.3438)	(64.0306,-110.2194,754.1376)	(92.7145,-117.9524,765.9283)	(26.6903,-46.9446,771.6055)	(51.1283,-50.3372,761.4657)	(78.0504,-49.7932,773.3187)	(51.7785,-36.0089,768.4833)
(30.4322,-124.3898,746.2556)	(58.6925,-123.9804,744.1006)	(47.6346,-85.8250,749.3259)	(48.4676,-63.5439,746.4139)	(-0.2449,-110.5599,757.4808)	(27.0497,-107.1297,752.3438)	(62.7173,-110.2194,754.1376)	(92.7145,-117.9564,763.9750)	(25.3489,-46.9486,771.6129)	(51.1165,-50.2103,761.4600)	(76.4485,-49.7317,773.3058)	(50.5362,-36.0129,766.5162)
(29.1457,-125.6970,746.2681)	(58.6925,-123.9804,744.1025)	(46.1424,-85.8289,749.3278)	(48.6636,-63.5439,746.4192)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.1297,752.3438)	(62.6019,-110.2155,754.1303)	(91.3773,-117.9524,763.9568)	(25.3489,-46.9486,771.6129)	(51.1165,-50.2103,761.4529)	(76.4525,-49.7932,773.3206)	(51.7745,-36.0089,766.5070)
(29.1380,-125.6931,746.2665)	(58.9051,-123.9804,744.1202)	(46.1424,-85.8289,749.3278)	(48.4676,-63.5361,746.4139)	(-0.2449,-110.5599,757.4808)	(27.1834,-107.1297,752.3438)	(62.7173,-110.2194,754.1376)	(92.7026,-117.9484,763.9549)	(26.5686,-46.8200,769.6068)	(51.1204,-50.2103,761.4565)	(77.7974,-48.4458,775.2834)	(51.7745,-37.2462,766.4922)
(29.0010,-125.3579,744.2720)	(60.2109,-125.6075,746.0856)	(47.6346,-85.8328,749.3384)	(48.6636,-63.5439,746.4192)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.4170,752.3438)	(64.0306,-110.2194,754.1322)	(91.2374,-117.8009,762.9837)	(25.2347,-46.8240,769.6179)	(51.1204,-50.2103,761.4584)	(78.0504,-49.7932,775.2779)	(51.7745,-36.0089,766.5143)
(28.9971,-124.0658,744.2773)	(58.9128,-124.3042,746.0909)	(47.6385,-87.3531,751.3061)	(48.4676,-63.4575,746.4102)	(-1.5038,-110.8582,759.4831)	(27.0497,-107.1297,752.3438)	(64.0306,-110.2194,754.1303)	(91.2335,-119.1218,762.9528)	(26.5646,-46.8200,769.6068)	(52.4406,-50.2103,761.4546)	(76.4565,-49.7932,773.3206)	(51.5832,-37.2462,766.4922)
(29.0049,-124.3976,746.2700)	(60.2109,-125.6075,746.0856)	(47.6346,-86.0489,751.3077)	(48.4676,-63.5361,746.4173)	(-0.2449,-110.5599,757.4808)	(27.1834,-107.4170,752.3438)	(64.0306,-110.2194,756.1133)	(91.2335,-119.1179,762.9528)	(25.3489,-46.9486,771.6129)	(52.4485,-50.3372,763.4383)	(78.0504,-49.7892,775.2834)	(51.5832,-36.0049,768.4833)
(28.9971,-124.0658,744.2773)	(58.6887,-123.9804,744.1043)	(47.4418,-85.8328,749.3312)	(48.4676,-63.5361,746.4173)	(-0.2449,-110.5599,757.4808)	(27.1834,-107.4170,752.3456)	(62.7173,-110.2234,754.1448)	(92.7106,-117.9444,763.9495)	(26.6863,-46.9446,769.6086)	(52.4445,-50.2103,761.4546)	(78.0545,-48.4458,775.2964)	(51.5792,-36.0049,766.5089)
(30.4322,-124.3937,746.2538)	(58.9090,-124.3158,746.0909)	(46.3318,-85.8367,749.3384)	(48.4676,-63.4575,746.4048)	(-0.2449,-110.8542,757.4808)	(27.1834,-107.4170,752.3456)	(62.7173,-110.2273,754.1520)	(92.7145,-117.9524,763.9750)	(25.3489,-46.9486,771.6129)	(51.3119,-50.3451,763.4475)	(76.4525,-49.7932,773.3077)	(51.5871,-37.3385,766.4960)
(30.4399,-125.6931,746.2609)	(58.6964,-123.9804,744.1006)	(46.3357,-87.1375,749.3403)	(48.3735,-63.4575,746.3977)	(-0.2449,-110.5599,757.4808)	(27.0497,-107.1297,752.3438)	(62.7173,-110.2194,754.1249)	(92.7066,-119.2711,763.9386)	(25.3489,-46.9486,771.6129)	(51.1204,-50.2103,761.4584)	(76.4485,-49.7317,773.3003)	(51.5792,-37.2462,766.4868)
(29.0049,-125.3579,744.2758)	(58.6925,-124.3042,744.1059)	(47.6346,-86.0489,751.3024)	(48.6636,-63.5439,746.4139)	(-0.2449,-110.5599,757.4808)	(27.0458,-107.1297,752.3384)	(62.7173,-110.2234,754.1376)	(92.7106,-119.2711,763.9440)	(25.3489,-46.9486,771.6129)	(51.3119,-50.2182,761.4638)	(77.8014,-49.7932,773.3187)	(51.7745,-37.3385,766.5015)
(30.2879,-124.0619,744.2702)	(58.9128,-125.5997,746.0999)	(46.1424,-85.8328,749.3350)	(48.4676,-63.4575,746.4139)	(-0.2449,-110.5599,757.4808)	(27.1834,-107.4170,752.3456)	(62.7173,-110.2155,754.1376)	(91.3773,-117.9484,763.9386)	(26.5566,-46.8200,769.6068)	(51.1204,-50.2103,761.4584)	(78.0504,-49.7892,775.2779)	(51.5832,-36.0049,768.4833)
(30.2879,-124.0619,744.2702)	(58.9128,-125.6075,746.1052)	(46.3318,-85.8367,749.3403)	(48.4715,-63.5439,746.4192)	(-0.2449,-110.5599,757.4808)	(27.0497,-107.1297,752.3438)	(64.0306,-110.2194,754.1376)	(90.9378,-118.8114,762.9346)	(25.3489,-46.9486,771.6129)	(51.1204,-50.2103,761.4584)	(76.4565,-49.7932,773.3262)	(51.7745,-36.0089,766.5143)
(29.1380,-124.0658,746.2646)	(58.9128,-124.3158,746.0962)	(47.6346,-85.8289,749.3294)	(48.6636,-63.5439,747.3843)	(-0.2409,-110.5599,757.4808)	(27.0497,-107.1297,752.3438)	(63.9134,-110.2115,754.1158)	(92.7026,-119.2711,763.9312)	(25.3489,-46.9486,771.6129)	(51.1204,-50.2103,761.4584)	(76.4525,-49.7276,773.3113)	(51.7745,-36.0089,766.5143)
(30.4322,-124.3898,746.2609)	(58.6925,-124.3042,744.1096)	(47.4418,-85.8250,749.3206)	(48.4676,-63.4575,746.4120)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.4170,752.3456)	(64.0306,-110.2155,754.1303)	(91.2414,-119.1218,762.9709)	(25.2347,-46.8240,769.6179)	(51.1204,-50.2103,761.4565)	(78.0625,-49.7932,775.2909)	(51.7745,-36.0089,766.5070)
(30.4360,-124.3976,746.2681)	(58.6887,-125.2686,744.1077)	(47.4418,-85.8250,749.3240)	(48.4676,-63.4575,746.4102)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.1297,752.3438)	(62.7173,-110.2194,754.1376)	(91.2414,-119.1258,763.9258)	(25.3489,-46.9486,771.6129)	(51.1125,-50.2103,761.4565)	(77.8014,-49.7892,773.3132)	(51.7785,-37.3385,766.4960)
(27.8476,-124.4054,746.2824)	(59.9833,-125.5958,744.1006)	(47.4418,-85.8289,749.3259)	(48.6636,-63.5439,747.3843)	(-0.2409,-110.5599,757.4808)	(27.0497,-107.1297,752.3419)	(64.0306,-110.2194,754.1322)	(92.7145,-117.9524,763.9695)	(25.3489,-46.9486,771.6129)	(51.1244,-50.2103,761.4600)	(76.4525,-48.4458,773.3262)	(51.7745,-37.2502,766.4960)
(30.4399,-125.6931,746.2609)	(58.6925,-124.3042,744.1096)	(47.4418,-85.8250,749.3168)	(48.6636,-63.5439,746.4139)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.1297,752.3438)	(62.7173,-110.2273,754.1520)	(91.3773,-117.9484,763.9440)	(25.2347,-46.8240,771.6110)	(51.1204,-50.2103,761.4546)	(76.4525,-49.7932,773.3187)	(51.7745,-36.0089,766.5143)
(28.9971,-124.0658,744.2773)	(58.6925,-125.2725,744.1077)	(47.6346,-85.8289,749.3331)	(48.4676,-63.5439,746.4139)	(-0.2409,-110.8542,757.4808)	(27.0497,-107.4130,752.3456)	(64.0306,-110.2194,754.1322)	(92.7026,-117.9444,763.9495)	(25.3489,-46.9486,769.6179)	(51.1244,-50.2142,761.4600)	(76.4565,-48.4458,773.3317)	(51.5832,-36.0049,766.5143)
(30.2917,-125.3540,744.2649)	(58.9128,-124.3158,746.0980)	(47.6346,-86.0489,749.3384)	(48.6636,-63.7012,747.3896)	(-0.2409,-110.8542,757.4808)	(27.0497,-107.1297,752.3384)	(64.0306,-110.2234,756.1133)	(92.7066,-117.9444,763.9440)	(26.5646,-46.8200,769.6068)	(51.3119,-50.2142,761.4638)	(76.4525,-49.7276,773.3077)	(51.7785,-36.0089,768.4833)
(28.9971,-124.0658,744.2773)	(59.9794,-124.3003,744.1130)	(47.6346,-86.0489,751.3024)	(48.3735,-63.4575,746.3924)	(-0.2449,-110.5599,757.4808)	(27.0497,-107.4170,752.3475)	(63.9134,-109.9295,754.1158)	(92.7026,-117.9444,763.9495)	(25.3489,-46.9486,771.6129)	(51.1204,-50.2103,761.4584)	(76.4525,-48.4458,773.3242)	(51.5832,-36.0049,766.5143)
(28.9971,-124.0658,744.2773)	(58.9128,-124.3158,746.0980)	(47.6385,-87.3570,751.3077)	(48.6636,-63.5439,747.3914)	(-1.4999,-110.8582,759.4866)	(27.0458,-107.1297,752.3384)	(62.7173,-110.2234,754.1448)	(92.7106,-117.9524,763.9622)	(25.3489,-46.9486,771.6129)	(51.1244,-50.2103,761.4584)	(77.7934,-49.7276,773.3132)	(51.7785,-36.0089,768.4888)
(29.0010,-125.6892,744.2811)	(58.6925,-124.3158,744.1006)	(47.6346,-85.8289,749.3312)	(48.4676,-63.5322,746.4120)	(-0.2449,-110.5599,757.4808)	(27.0458,-107.1297,752.3384)	(62.7173,-110.2234,754.1376)	(91.2374,-119.1218,762.9783)	(25.3569,-46.9486,771.6129)	(51.1165,-50.2103,761.4565)	(77.8014,-49.7892,773.3242)	(51.5832,-36.0049,768.4833)
(30.2956,-125.3540,744.2684)	(58.6887,-123.9804,744.1025)	(46.1424,-85.6011,747.3386)	(48.4676,-63.5361,746.4192)	(-0.2409,-110.8542,757.4808)	(27.1834,-107.4170,752.3456)	(62.6019,-110.2155,754.1376)	(91.3813,-117.9524,763.9622)	(25.2307,-46.8240,769.6141)	(51.1204,-50.2103,761.4565)	(76.4525,-48.4458,773.3317)	(51.5871,-37.3345,766.4941)
(29.0010,-124.0658,744.2792)	(58.9128,-124.3158,746.0928)	(47.6385,-87.3531,751.3061)	(48.3850,-64.7413,746.3977)	(-0.1877,-110.8542,757.4808)	(27.1834,-107.1297,752.3456)	(62.7173,-110.2234,754.1376)	(92.7145,-117.9524,763.9695)	(26.5686,-46.9446,771.6055)	(51.3119,-50.3372,761.4657)	(76.4565,-49.7932,773.3187)	(51.7785,-37.3385,766.5034)
(28.9971,-124.0658,744.2827)	(59.9833,-124.3042,744.1077)	(46.1424,-85.8289,749.3278)	(48.3735,-63.4575,746.3995)	(-0.2409,-110.5599,757.4808)	(27.1834,-107.4170,752.3456)	(64.0306,-110.2194,754.1249)	(92.7145,-117.9524,763.9695)	(25.3489,-46.9486,771.6129)	(51.3119,-50.3451,763.4456)	(77.8014,-49.7892,773.3187)	(51.5832,-36.0049,768.4833)
(29.0010,-125.3579,744.2720)	(58.6887,-123.9804,744.1006)	(46.3318,-85.8367,749.3403)	(47.1716,-63.5361,746.4192)	(-0.2449,-110.8542,757.4808)	(27.0497,-107.1297,752.3456)	(62.7173,-110.2234,754.1376)	(92.7026,-119.2711,763.9258)	(26.6863,-46.9446,771.6036)	(51.3119,-50.3372,763.4402)	(76.4485,-49.7317,773.3058)	(50.5362,-36.0129,768.4962)
(29.0010,-124.0658,744.2792)	(60.2032,-124.3120,746.0891)	(47.6346,-86.0528,751.3114)	(48.4676,-63.4575,746.4102)	(-0.2488,-110.5599,757.4808)	(27.1834,-107.1297,752.3456)	(62.7173,-110.2155,754.1376)	(91.2374,-117.8009,763.9312)	(25.3489,-46.9486,771.6129)	(51.3119,-50.3411,763.4456)	(78.0504,-49.7932,775.2834)	(50.5362,-36.0129,768.4907)
(30.2917,-125.3540,744.2649)	(58.9051,-123.9804,746.0803)	(47.6385,-87.3570,751.3077)	(48.3812,-64.7452,746.3977)	(-0.2488,-110.5599,757.4808)	(27.1834,-107.4170,752.3456)	(64.0306,-110.2194,754.1303)	(92.7066,-119.2711,763.9367)	(26.5686,-46.9446,771.6036)	(51.1204,-50.2142,761.4619)	(76.4565,-49.7932,773.3187)	(51.5832,-37.3385,766.4960)
(30.2879,-124.0619,744.2702)	(58.9128,-124.3158,746.0980)	(47.6346,-86.0489,751.3024)	(48.3812,-63.4575,746.4102)	(-0.2449,-110.5599,757.4808)	(28.2206,-107.1297,752.3601)	(62.7173,-110.2234,754.1376)	(91.2374,-117.8009,763.9312)	(25.2307,-46.8240,769.6141)	(51.1244,-50.2142,761.4603)	(77.7974,-49.7892,773.3187)	(51.5871,-37.2422,766.4941)
