(50.8943,-72.2939,747.3470)	(2.1573,-109.7805,762.1597)	(29.3439,-106.3261,757.1072)	(65.2868,-109.0142,757.9668)	(94.6742,-116.9434,766.8508)	(52.3447,-48.5948,762.5909)
(49.5954,-72.2976,747.3561)	(2.0982,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(93.0310,-116.9396,766.7743)	(52.3410,-48.5911,762.5785)
(49.5954,-72.2976,747.3727)	(2.0871,-109.4846,760.1816)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9622)	(94.0736,-117.9594,764.8124)	(52.3447,-48.5948,762.5785)
(49.5954,-72.2903,747.3329)	(2.0982,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3720,-116.9396,766.8040)	(52.3410,-48.5911,762.5739)
(49.5954,-72.2976,747.3528)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6084,-109.2983,759.9541)	(94.0699,-117.9594,764.7999)	(52.3410,-48.5911,762.5739)
(49.3971,-72.0996,747.3239)	(2.0945,-109.4846,760.1862)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(92.7360,-116.6346,764.8296)	(52.3447,-48.5948,762.5785)
(49.5954,-72.2903,747.3528)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0104,757.9622)	(92.7397,-117.9669,764.8171)	(52.5389,-48.7267,764.5721)
(49.5954,-72.2939,747.3483)	(2.0945,-109.4846,760.1940)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9576)	(94.3758,-116.9396,766.7914)	(52.5389,-48.7267,764.5721)
(49.5954,-72.2939,747.3406)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,755.1103)	(66.6047,-109.0104,757.9622)	(92.7397,-117.9632,764.7875)	(52.5426,-48.7267,764.5721)
(49.5954,-72.2976,747.3452)	(2.0982,-109.4846,762.1472)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(94.3720,-116.6741,766.7868)	(52.3373,-48.5911,762.5739)
(50.8943,-72.3013,747.3882)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9576)	(94.3646,-116.6346,766.7822)	(53.6696,-48.5948,762.5785)
(50.8943,-72.2939,747.3516)	(2.0871,-109.4846,760.1816)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.0736,-117.9594,766.7400)	(53.6659,-48.5873,762.5739)
(49.5954,-72.2903,747.3361)	(2.0982,-109.4846,760.1862)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9576)	(94.3720,-116.9396,766.8040)	(52.3410,-48.5911,762.5785)
