1.499141	4.187509	1.767978
1.433250	3.617135	1.651639
1.371663	3.076856	1.542182
1.308120	2.578384	1.435146
1.237130	2.134860	1.326903
1.154816	1.762010	1.215536
1.059665	1.478954	1.101594
0.953134	1.308583	0.988679
0.840056	1.277434	0.883794
0.728807	1.415061	0.797432
0.631194	1.752916	0.743366
0.562054	2.322797	0.738128
0.538563	3.154982	0.800205
0.579272	4.276149	0.948960
0.702930	5.707255	1.203363
0.927139	7.461523	1.580578
1.266950	9.542690	2.094524
1.733479	11.943673	2.754499
2.332663	14.645765	3.563974
3.064258	17.618455	4.519678
3.921171	20.819911	5.611045
4.889217	24.198130	6.820108
5.947332	27.692702	8.121869
7.068291	31.237099	9.485172
8.219877	34.761358	10.874025
9.366484	38.194994	12.249335
10.471031	41.469971	13.570925
11.497085	44.523551	14.799732
12.411046	47.300855	15.900027
13.184228	49.756997	16.841505
13.794698	51.858667	17.601095
14.228711	53.585117	18.164352
14.481636	54.928496	18.526322
14.558280	55.893578	18.691810
14.472580	56.496914	18.675013
14.246652	56.765504	18.498537
13.909278	56.735087	18.191859
13.493911	56.448164	17.789337
13.036363	55.951867	17.327914
12.572327	55.295786	16.844673
12.134939	54.529840	16.374429
11.752567	53.702279	15.947538
11.446984	52.857875	15.588073
11.232092	52.036355	15.312519
11.113282	51.271109	15.129065
11.087478	50.588208	15.037551
11.143858	50.005764	15.030049
11.265193	49.533648	15.092038
11.429657	49.173589	15.204050
11.612981	48.919668	15.343650
11.790733	48.759209	15.487580
11.940531	48.674037	15.613881
12.044006	48.642066	15.703812
12.088325	48.639137	15.743406
12.067161	48.640995	15.724544
11.981024	48.625276	15.645449
11.836935	48.573348	15.510577
11.647499	48.471838	15.329933
11.429447	48.313712	15.117874
11.201833	48.098769	14.891527
10.984031	47.833494	14.668977
10.793745	47.530239	14.467394
10.645224	47.205811	14.301283
10.547847	46.879574	14.181020
10.505218	46.571263	14.111823
10.514848	46.298744	14.093238
10.568462	46.075959	14.119212
10.652884	45.911312	14.178726
10.751421	45.806681	14.256947
10.845602	45.757201	14.336762
10.917105	45.751865	14.400581
10.949666	45.774886	14.432188
10.930814	45.807689	14.418502
10.853219	45.831296	14.351026
10.715553	45.828843	14.226882
10.522766	45.787907	14.049280
10.285729	45.702365	13.827393
10.020313	45.573541	13.575636
9.745949	45.410474	13.312401
9.483832	45.229251	13.058374
9.254932	45.051446	12.834584
9.077993	44.901826	12.660376
8.967721	44.805552	12.551504
8.933335	44.785211	12.518522
8.977612	44.857975	12.565648
9.096530	45.033254	12.690202
9.279541	45.311090	12.882696
9.510458	45.681513	13.127563
9.768878	46.124950	13.404486
10.032014	46.613682	13.690181
10.276766	47.114216	13.960511
10.481847	47.590354	14.192698
10.629776	48.006664	14.367465
10.708535	48.331999	14.470881
10.712752	48.542716	14.495748
10.644291	48.625276	14.442390
10.512186	48.577940	14.318762
10.331914	48.411395	14.139862
10.124066	48.148216	13.926481
9.912532	47.821204	13.703399
9.722340	47.470723	13.497178
9.577348	47.141275	13.333741
9.498002	46.877605	13.235962
