(-131.5122,31.2604,648.8141)	(-109.7286,23.6342,656.6554)	(-103.7151,60.3030,634.7738)	(-93.4493,81.6198,621.7734)	(-157.6240,61.2480,646.0706)	(-131.0960,54.6139,646.9021)	(-96.3586,42.0120,658.6468)	(-73.5298,34.8312,670.5130)	(-110.4868,116.0123,627.0281)	(-88.8270,96.5286,626.8218)	(-68.8721,100.4736,637.7386)	(-83.2460,110.4983,623.8683)	
(-132.6321,30.1191,650.8056)	(-109.7286,23.6342,656.6412)	(-101.5172,60.3925,634.7556)	(-91.6193,82.0137,623.7906)	(-155.3880,61.1689,646.0582)	(-128.8532,54.7029,647.8863)	(-96.3655,44.2952,658.6608)	(-71.5998,34.7319,673.4924)	(-104.9434,115.8524,626.0054)	(-86.7480,95.7520,626.8263)	(-68.8068,102.5254,636.7420)	(-82.1658,111.5796,625.8544)	
(-131.5088,31.2570,648.8033)	(-109.7286,23.6342,657.6358)	(-101.0008,58.2815,634.7632)	(-91.6193,82.0137,623.7846)	(-155.3880,61.1622,646.0582)	(-128.8532,54.7029,647.8831)	(-96.3586,42.0120,657.6694)	(-73.5298,34.7319,670.5017)	(-108.1840,114.7614,626.0160)	(-86.7512,95.7520,626.8323)	(-66.7908,100.7906,639.7238)	(-82.1625,111.5796,625.8484)	
(-131.5088,31.2604,648.8125)	(-111.8772,23.5934,655.6811)	(-101.6341,60.3991,635.7582)	(-91.5064,79.7259,622.7849)	(-155.3880,61.1723,646.0582)	(-128.8532,54.7029,647.8880)	(-96.3655,44.2952,658.6530)	(-71.3985,34.8347,673.4924)	(-108.3165,114.9424,627.0160)	(-86.7512,95.7520,626.8323)	(-68.8688,100.4736,637.7340)	(-82.1690,109.4138,625.8515)	
(-132.3121,30.1191,650.7962)	(-109.7320,23.6342,656.6601)	(-103.8355,60.3958,635.7810)	(-91.6193,82.0137,623.7846)	(-155.5895,61.2513,646.0582)	(-128.8532,54.7029,647.8831)	(-96.3655,44.2952,658.6577)	(-71.4632,34.9376,674.4883)	(-108.3165,114.9424,627.0160)	(-86.7512,95.7520,626.8323)	(-66.7908,100.7906,639.7238)	(-82.1690,109.4138,625.8588)	
(-131.5156,31.2604,650.7930)	(-109.8607,23.6682,657.6610)	(-101.8746,60.4853,636.7516)	(-91.5128,81.8845,622.8042)	(-155.3880,61.2513,646.0582)	(-128.8532,54.7029,647.8831)	(-94.0846,44.4323,658.6544)	(-71.3950,34.8879,674.4866)	(-105.0708,116.0351,627.0069)	(-86.8459,95.9020,627.8214)	(-66.7974,103.0081,639.7328)	(-81.9932,111.5763,625.8453)	
(-132.3188,32.3780,650.8210)	(-109.7388,25.9105,657.6498)	(-101.7576,60.4853,636.7500)	(-91.6193,82.0137,623.7949)	(-155.5962,63.5064,647.0690)	(-127.9000,55.9095,648.8860)	(-96.5816,44.4254,658.6750)	(-71.4668,34.8844,674.4930)	(-108.3165,114.9424,627.0160)	(-86.7545,97.9314,626.8292)	(-66.7974,100.7906,640.7141)	(-82.1755,111.5828,625.8678)	
(-132.6455,32.4222,651.8113)	(-109.8675,25.9479,657.6704)	(-101.8779,59.6648,637.7649)	(-91.6193,82.0137,623.7994)	(-155.7976,63.5923,648.0705)	(-129.0165,57.0270,648.8968)	(-96.5884,46.7155,658.6890)	(-71.4703,36.2664,673.5036)	(-110.6229,116.0253,628.0296)	(-86.8557,98.0848,627.8408)	(-66.8592,100.9459,640.7294)	(-82.2601,111.7587,626.8510)	
(-131.8456,33.6147,651.8144)	(-109.9962,25.9853,658.6696)	(-101.8812,59.6648,637.7694)	(-91.8324,82.2719,625.7928)	(-155.9991,63.5991,648.0721)	(-129.0131,57.0236,648.8922)	(-96.6965,46.7841,660.6846)	(-71.6068,36.3692,674.5074)	(-108.4492,115.1233,628.0190)	(-86.8589,98.0848,628.8360)	(-66.8625,103.1668,640.7462)	(-82.3545,111.9346,627.8598)	
(-132.9756,32.4767,652.8249)	(-109.8675,25.9479,658.6460)	(-102.1217,60.0290,639.7655)	(-91.9389,82.2687,625.7972)	(-155.9991,63.6951,649.0720)	(-129.3364,57.1985,650.8932)	(-95.5440,45.6374,661.6540)	(-71.6104,36.3692,674.5091)	(-106.4111,117.4869,629.0144)	(-86.8589,98.0848,628.8360)	(-66.8692,103.1668,640.7492)	(-82.3545,111.9346,627.8584)	
