0.956950	0.645644	0.925820
0.393142	0.413421	0.395170
-0.112369	0.206384	-0.080494
-0.506063	0.053532	-0.450103
-0.740459	-0.018818	-0.668295
-0.777284	0.011358	-0.698420
-0.590180	0.160357	-0.515126
-0.166784	0.437595	-0.106346
0.490038	0.844800	0.525514
1.361905	1.375640	1.363278
2.415690	2.015846	2.375705
3.605340	2.743838	3.519190
4.874690	3.531865	4.740408
6.161109	4.347605	5.979758
7.399751	5.156138	7.175390
8.528129	5.922168	8.267533
9.490631	6.612356	9.202803
10.242654	7.197565	9.938145
10.753975	7.654871	10.444065
11.011058	7.969151	10.706867
11.018071	8.134126	10.729676
10.796485	8.152748	10.532112
10.383243	8.036891	10.148608
9.827626	7.806352	9.625498
9.187070	7.487246	9.017087
8.522272	7.109904	8.381036
7.892027	6.706459	7.773470
7.348242	6.308322	7.244250
6.931613	5.943759	6.832827
6.668341	5.635791	6.565086
6.568222	5.400586	6.451458
6.624290	5.246497	6.486511
6.814052	5.173823	6.650029
7.102206	5.175306	6.909516
7.444572	5.237320	7.223847
7.792865	5.341627	7.547742
8.099825	5.467527	7.836595
8.324210	5.594202	8.051209
8.435144	5.703016	8.161931
8.415386	5.779547	8.151802
8.263189	5.815161	8.018386
7.992553	5.807956	7.774093
7.631839	5.763002	7.444955
7.220881	5.691833	7.067977
6.806875	5.611240	6.687312
6.439446	5.541492	6.349650
6.165394	5.504140	6.099269
6.023643	5.519618	5.973240
6.040894	5.604887	5.997293
6.228437	5.771338	6.182727
6.580446	6.023174	6.524719
7.073948	6.356439	7.002197
7.670495	6.758799	7.579326
8.319399	7.210118	8.208471
8.962240	7.683802	8.834397
9.538240	8.148791	9.399295
9.989991	8.572060	9.848198
10.269022	8.921379	10.134257
10.340652	9.168123	10.223399
10.187691	9.289852	10.097907
9.812605	9.272433	9.758588
9.237938	9.111507	9.225295
8.504911	8.813145	8.535735
7.670311	8.393616	7.742641
6.801904	7.878280	6.909541
5.972784	7.299664	6.105472
5.255132	6.694896	5.399108
4.713938	6.102709	4.852815
4.401241	5.560257	4.517143
4.351395	5.100061	4.426261
