2.957892	2.523700	2.914473
2.280228	2.115128	2.263718
1.662779	1.746995	1.671200
1.164252	1.453160	1.193142
0.835177	1.261945	0.877854
0.714393	1.194073	0.762361
0.826355	1.261151	0.869835
1.179481	1.464840	1.208017
1.765623	1.796754	1.768736
2.560740	2.239105	2.528576
3.526683	2.766043	3.450619
4.613986	3.345582	4.487146
5.765436	3.941985	5.583090
6.920145	4.518390	6.679970
8.017834	5.039507	7.720002
9.002971	5.474145	8.650088
9.828470	5.797395	9.425363
10.458675	5.992284	10.012036
10.871396	6.050782	10.389334
11.058888	5.974096	10.550409
11.027716	5.772234	10.502168
10.797558	5.462912	10.264093
10.399080	5.069888	9.866161
9.871107	4.620911	9.346088
9.257328	4.145446	8.746139
8.602830	3.672398	8.109787
7.950766	3.228014	7.478491
7.339381	2.834139	6.888857
6.799653	2.506956	6.370383
6.353670	2.256293	5.943932
6.013845	2.085518	5.621013
5.782964	1.991981	5.403866
5.655001	1.967949	5.286296
5.616580	2.001877	5.255109
5.648905	2.079901	5.292004
5.729961	2.187376	5.375703
5.836773	2.310317	5.484128
5.947523	2.436613	5.596432
6.043356	2.556912	5.694712
6.109737	2.665131	5.765276
6.137277	2.758559	5.799405
6.122004	2.837595	5.793563
6.065089	2.905171	5.749097
5.972117	2.965966	5.671501
5.851995	3.025498	5.569346
5.715651	3.089223	5.453008
5.574649	3.161729	5.333357
5.439891	3.246117	5.220514
5.320516	3.343623	5.122827
5.223097	3.453507	5.046138
5.151205	3.573201	4.993404
5.105357	3.698677	4.964689
5.083322	3.824985	4.957489
5.080728	3.946862	4.967341
5.091873	4.059343	4.988620
5.110637	4.158296	5.015402
5.131370	4.240802	5.042313
5.149647	4.305353	5.065218
5.162802	4.351833	5.081705
5.170171	4.381317	5.091286
5.173038	4.395698	5.095304
5.174279	4.397227	5.096574
5.177777	4.388023	5.098802
5.187675	4.369624	5.105870
5.207587	4.342660	5.121094
5.239869	4.306685	5.146551
5.285058	4.260201	5.182572
5.341556	4.200882	5.227488
5.405628	4.125953	5.277660
5.471708	4.032703	5.327807
5.532994	3.919031	5.371597
5.582266	3.783979	5.402437
5.612823	3.628153	5.414356
5.619419	3.453978	5.402875
5.599074	3.265745	5.365741
5.551647	3.069415	5.303424
5.480073	2.872205	5.219286
5.390211	2.681987	5.119389
5.290314	2.506561	5.011939
5.190129	2.352897	4.906405
5.099751	2.226424	4.812418
5.028341	2.130459	4.738553
4.982862	2.065868	4.691162
4.966998	2.030985	4.673396
4.980410	2.021844	4.684553
5.018448	2.032691	4.719872
5.072392	2.056741	4.770827
5.130250	2.087106	4.825935
5.178063	2.117784	4.872035
5.201615	2.144597	4.895913
5.188381	2.165979	4.886141
5.129517	2.183480	4.834913
5.021660	2.201939	4.739688
4.868332	2.229253	4.604424
4.680737	2.275760	4.440239
4.477824	2.353261	4.265368
4.285527	2.473768	4.104351
4.135198	2.648087	3.986487
4.061320	2.884394	3.943628
4.098674	3.186925	4.007499
4.279202	3.554952	4.206777
4.628851	3.982158	4.564181
5.164703	4.456498	5.093883
5.892686	4.960594	5.799477
6.806110	5.472665	6.672765
7.885219	5.967914	7.693488
9.097835	6.420280	8.830079
10.401086	6.804397	10.041417
11.744100	7.097587	11.279449
13.071440	7.281706	12.492467
14.327008	7.344681	13.628775
15.458058	7.281565	14.640409
16.418996	7.095036	15.486600
17.174603	6.795275	16.136670
17.702440	6.399227	16.572119
17.994215	5.929318	16.787725
18.056022	5.411744	16.791594
17.907469	4.874475	16.604170
17.579789	4.345168	16.256327
17.113143	3.849162	15.786744
16.553368	3.407724	15.238804
15.948481	3.036706	14.657303
15.345213	2.745682	14.085260
14.785890	2.537656	13.561066
14.305864	2.409299	13.116207
13.931670	2.351701	12.773673
13.680004	2.351523	12.547156
13.557519	2.392430	12.441010
13.561388	2.456675	12.450917
13.680513	2.526678	12.565129
