(-15.2502,-37.2698,582.8870)	(-55.8324,-73.8663,607.9495)	(-32.5812,-72.3710,604.8252)	(7.0847,-71.7727,601.6070)	(31.1915,-74.0325,602.4746)	(-13.1527,-8.0522,590.9866)	
(-13.2023,-38.3494,583.8770)	(-55.8828,-73.9895,608.9494)	(-32.5812,-72.3742,604.8310)	(7.0878,-71.8908,601.6084)	(33.5652,-74.3935,605.4440)	(-13.1265,-10.1166,591.9610)	
(-13.1821,-38.4170,584.8570)	(-55.8324,-73.8663,607.9495)	(-32.5812,-72.3742,605.8174)	(7.0847,-71.7727,601.6070)	(33.5652,-74.3935,605.4440)	(-14.1254,-12.2003,592.9524)	
(-13.2023,-38.3494,583.8574)	(-55.8828,-73.9895,608.9494)	(-32.5812,-72.3742,604.8325)	(7.0847,-71.7696,601.6070)	(33.5652,-74.2784,605.4397)	(-14.1254,-12.1807,591.9838)	
(-13.1821,-38.4786,585.8413)	(-55.8828,-73.9895,607.9510)	(-32.5812,-72.3742,604.8325)	(9.1720,-71.7633,601.5938)	(33.4688,-74.2721,604.4510)	(-14.1254,-12.1777,591.9739)	
(-13.1821,-38.4170,584.8514)	(-54.7783,-72.8048,607.9480)	(-32.5812,-72.3742,604.8310)	(9.1720,-71.7633,601.5938)	(33.4688,-74.0325,604.4610)	(-13.1265,-10.1228,591.9766)	
(-13.1821,-38.4170,584.8529)	(-56.9386,-72.9327,609.9594)	(-32.6123,-70.3891,605.8392)	(10.2095,-69.7951,601.5996)	(33.5621,-72.2933,605.4643)	(-13.1265,-10.1197,591.9610)	
(-13.1821,-38.4170,584.8473)	(-56.9386,-72.9327,609.9594)	(-32.5812,-72.3742,604.8310)	(9.1720,-71.7633,601.5938)	(33.5621,-72.1786,605.4643)	(-14.1437,-12.1777,591.9598)	
(-13.1821,-38.4170,584.8416)	(-56.9908,-73.0542,609.9594)	(-32.5812,-72.3710,604.8310)	(9.1720,-71.7633,601.5938)	(33.5621,-72.2933,605.4744)	(-14.1437,-12.1777,591.9696)	
(-13.1821,-38.4170,584.8473)	(-55.8828,-73.9895,608.9494)	(-32.5812,-72.3710,604.8252)	(9.1720,-71.7633,601.5896)	(33.4719,-74.2753,604.4610)	(-14.1254,-12.1777,591.9696)	
