(-11.1922,-1.8780,588.9894)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4582,-36.7382,607.7392)	(36.1609,-38.9694,611.5902)	(-12.0438,22.9808,598.1102)	
(-11.1922,-1.8780,588.9894)	(-54.0673,-38.3087,613.0878)	(-29.6096,-35.9252,609.9590)	(9.4582,-36.7382,607.7376)	(36.2542,-38.9662,611.5741)	(-14.1208,22.9777,598.1160)	
(-11.1922,-1.8757,588.0107)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4080,-36.7382,607.7376)	(36.1609,-38.9662,611.5741)	(-14.1208,22.9777,598.1160)	
(-11.1922,-1.8780,588.9894)	(-54.0673,-38.3087,613.0850)	(-29.6033,-38.0423,609.9472)	(12.5085,-37.7229,606.7164)	(36.1577,-37.9123,611.5654)	(-12.0716,25.0470,597.1130)	
(-11.1391,-3.9344,589.9964)	(-54.1145,-38.3731,613.0865)	(-29.6096,-35.9252,609.9590)	(9.4080,-36.7382,607.7376)	(36.1609,-38.9694,611.5858)	(-14.1452,25.0439,598.1102)	
(-11.1626,-3.9313,589.9809)	(-54.0673,-38.3087,613.0850)	(-29.5958,-37.9780,608.9520)	(11.5129,-36.6695,607.7245)	(36.1609,-38.9726,611.5858)	(-12.0655,22.9777,598.0988)	
(-11.1922,-1.8757,588.0148)	(-54.0201,-38.2443,613.0822)	(-29.6096,-35.9252,609.9605)	(9.4017,-36.6758,606.7440)	(36.1577,-38.9662,611.5858)	(-12.0716,25.0137,597.1159)	
(-11.1687,-1.8811,588.9951)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9605)	(9.4080,-36.7382,607.7376)	(36.1609,-38.9694,611.5858)	(-12.0716,25.0137,597.1144)	
(-11.1922,-1.8780,588.9894)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4080,-35.6831,607.7260)	(36.1609,-37.9667,611.5595)	(-12.0438,22.9808,598.0988)	
(-11.1922,-1.8757,588.0148)	(-54.0673,-38.3087,613.0850)	(-29.6033,-38.0423,609.9472)	(9.4582,-36.7382,607.7436)	(36.1609,-38.9694,611.5843)	(-12.0655,22.9777,598.0974)	
(-11.1391,-3.9344,589.9851)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4582,-36.7382,607.7376)	(36.1609,-38.9726,611.5858)	(-14.1452,25.0470,598.1202)	
(-11.1922,-1.8757,588.0148)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4111,-36.7382,607.7376)	(36.1640,-38.9726,611.5916)	(-14.1452,25.0439,598.1174)	
(-11.1391,-3.9344,589.9964)	(-54.0673,-38.3087,613.0850)	(-29.6033,-38.0423,609.9472)	(9.4080,-36.7350,607.7362)	(36.1609,-38.9694,612.5733)	(-12.0655,22.9808,598.1017)	
(-11.1391,-3.9344,589.9964)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9620)	(9.4080,-36.7382,607.7376)	(36.1609,-38.9726,611.5960)	(-13.1146,24.0061,598.1160)	
(-11.1391,-3.9375,590.0021)	(-54.0673,-38.3087,613.0850)	(-29.6096,-35.9252,609.9590)	(9.4080,-36.7382,607.7376)	(36.2542,-38.9694,611.5756)	(-12.0655,22.9808,598.1017)	
