0.890000	1.191711	0.920171
0.329059	0.995693	0.395722
-0.252478	0.797689	-0.147461
-0.815666	0.614026	-0.672696
-1.316273	0.462313	-1.138415
-1.705863	0.361182	-1.499159
-1.933861	0.329694	-1.707505
-1.950606	0.386368	-1.716909
-1.711226	0.547895	-1.485314
-1.180039	0.827582	-0.979276
-0.335062	1.233706	-0.178185
0.827838	1.767921	0.921847
2.291709	2.423936	2.304932
4.016640	3.186649	3.933641
5.939686	4.031919	5.748909
7.976821	4.927079	7.671847
10.027018	5.832270	9.607544
11.978296	6.702571	11.450724
13.715405	7.490807	13.092945
15.128597	8.150887	14.430826
16.122793	8.641400	15.374653
16.626338	8.929195	15.856624
16.598555	8.992632	15.837962
16.035302	8.824192	15.314191
14.971940	8.432182	14.317964
13.483247	7.841328	12.919055
11.680117	7.092123	11.221318
9.703135	6.238909	9.356713
7.713406	5.346764	7.476742
5.881272	4.487364	5.741881
4.373773	3.734113	4.309807
3.341834	3.156857	3.323336
2.908230	2.816601	2.899067
3.157342	2.760623	3.117670
4.127594	3.018411	4.016676
5.807262	3.598746	5.586410
8.134061	4.488245	7.769480
10.998628	5.651500	10.463915
14.251653	7.032893	13.529777
17.714157	8.559976	16.798739
21.190073	10.148222	20.085888
24.480159	11.706773	23.202820
27.396097	13.144790	25.970966
29.773661	14.377869	28.234082
31.483896	15.334029	29.868909
32.441437	15.958787	30.793172
32.609361	16.218874	30.970313
32.000256	16.104322	30.410663
30.673530	15.628736	29.169051
28.729309	14.827749	27.339153
26.299538	13.755822	25.045166
23.537139	12.481686	22.431594
20.604195	11.082831	19.652058
17.660163	9.639545	16.858101
14.851097	8.229003	14.188887
12.300659	6.919913	11.762584
10.103558	5.768128	9.670015
8.321739	4.813548	7.970920
6.983431	4.078502	6.692938
6.084859	3.567644	5.833138
5.594257	3.269277	5.361759
5.457597	3.157888	5.227626
5.605415	3.197584	5.364632
5.960016	3.346071	5.698621
6.442450	3.558776	6.154083
6.978686	3.792768	6.660094
7.504571	4.010135	7.155128
7.969317	4.180601	7.590445
8.337408	4.283210	7.931988
8.588983	4.307036	8.160789
8.718865	4.250950	8.272073
8.734498	4.122553	8.273304
8.653143	3.936468	8.181476
8.498648	3.712181	8.020001
8.298155	3.471687	7.815508
8.079022	3.237151	7.594835
7.866196	3.028786	7.382455
7.680208	2.863110	7.198498
7.535858	2.751700	7.057442
7.441630	2.700486	6.967516
7.399762	2.709610	6.930747
7.406889	2.773792	6.943579
7.455117	2.883149	6.997920
7.533386	3.024333	7.082481
7.628948	3.181888	7.184242
7.728829	3.339693	7.289915
7.821139	3.482360	7.387261
7.896138	3.596499	7.466174
7.946977	3.671739	7.519454
7.970102	3.701461	7.543238
7.965293	3.683199	7.537083
7.935392	3.618689	7.503721
7.885755	3.513598	7.448540
7.823508	3.376952	7.378852
7.756674	3.220322	7.303039
7.693275	3.056836	7.229631
7.640477	2.900094	7.166439
7.603857	2.763056	7.119777
7.586847	2.656998	7.093862
7.590412	2.590603	7.090431
7.612964	2.569253	7.108593
7.650540	2.594583	7.144944
7.697204	2.664327	7.193917
7.745655	2.772488	7.248338
7.787971	2.909802	7.300154
7.816441	3.064502	7.341248
7.824406	3.223311	7.364296
7.807018	3.372594	7.363575
7.761873	3.499601	7.335645
7.689430	3.593671	7.279854
7.593177	3.647326	7.198592
7.479509	3.657121	7.097270
7.357313	3.624178	6.984000
7.237284	3.554328	6.868989
7.130999	3.457807	6.763680
7.049839	3.348509	6.679706
7.003833	3.242814	6.627731
7.000533	3.158066	6.616287
7.044041	3.110808	6.650718
7.134271	3.114919	6.732336
7.266572	3.179819	6.857896
7.431753	3.308923	7.019470
7.616574	3.498526	7.204769
7.804679	3.737279	7.397939
7.977937	4.006373	7.580781
8.118099	4.280514	7.734341
8.208635	4.529681	7.840739
8.236594	4.721603	7.885095
8.194310	4.824812	7.857360
8.080760	4.812037	7.753887
7.902412	4.663684	7.578540
7.673442	4.371045	7.343202
7.415207	3.938932	7.067580
7.154985	3.387401	6.778227
6.924012	2.752286	6.506839
6.754949	2.084376	6.287892
6.678976	1.447123	6.155790
6.722750	0.912942	6.141769
6.905519	0.558287	6.270796
7.236681	0.457796	6.558792
7.714055	0.677956	7.010445
8.323095	1.270787	7.617864
9.037184	2.268108	8.360276
9.819065	3.676936	9.204852
10.623340	5.476516	10.108657
11.399870	7.617349	11.021618
12.097796	10.022460	11.890263
12.669825	12.590933	12.661936
13.076383	15.203552	13.289100
13.289225	17.730199	13.733323
13.294128	20.038453	13.968560
13.092370	22.002743	13.983407
12.700824	23.513314	13.782073
12.150617	24.484260	13.383982
11.484455	24.859941	12.822004
10.752870	24.619251	12.139508
10.009735	23.777337	11.386495
9.307501	22.384640	10.615215
8.692608	20.523312	9.875679
8.201538	18.301310	9.211515
7.857873	15.844664	8.656552
7.670652	13.288542	8.232441
7.634135	10.767840	7.947505
7.728979	8.408058	7.796887
7.924650	6.317141	7.763899
8.182794	4.578910	7.822406
8.461188	3.248531	7.939922
8.717859	2.350286	8.081102
8.914962	1.877724	8.211238
9.022041	1.796088	8.299446
9.018411	2.046699	8.321240
8.894485	2.552890	8.260325
8.652007	3.226946	8.109500
8.303274	3.977476	7.870694
7.869515	4.716640	7.554228
7.378684	5.366687	7.177484
6.862951	5.865368	6.763193
6.356185	6.169870	6.337553
5.891674	6.259074	5.928414
5.500283	6.134051	5.563659
5.209148	5.816858	5.269919
5.040960	5.347814	5.071646
5.013751	4.781514	4.990527
5.141091	4.181948	5.045176
5.432527	3.617090	5.250984
5.894084	3.153388	5.620015
6.528662	2.850528	6.160849
7.336210	2.756850	6.878274
8.313590	2.905700	7.772801
9.454129	3.312967	8.840013
10.746910	3.975921	10.069811
12.175914	4.873423	11.445665
13.719178	5.967447	12.944005
15.348137	7.205781	14.533902
17.027343	8.525688	16.177178
18.714699	9.858253	17.829054
20.362329	11.133085	19.439405
21.918123	12.283032	20.954614
23.327921	13.248571	22.319986
24.538251	13.981563	23.482582
25.499422	14.448121	24.394291
26.168764	14.630400	25.014927
26.513745	14.527237	25.315094
26.514676	14.153611	25.278570
26.166760	13.539020	24.903986
25.481252	12.724947	24.205621
24.485578	11.761628	23.213183
23.222352	10.704401	21.970557
21.747298	9.609920	20.533561
20.126202	8.532518	18.966834
18.431101	7.520969	17.340088
16.735989	6.615857	15.723976
15.112355	5.847706	14.185890
13.624903	5.235937	12.786006
12.327783	4.788677	11.573873
11.261623	4.503353	10.585796
10.451571	4.367977	9.843211
9.906487	4.362947	9.352133
9.619315	4.463215	9.103705
9.568567	4.640603	9.075770
9.720752	4.866102	9.235287
10.033546	5.111971	9.541388
10.459384	5.353515	9.948797
10.949207	5.570434	10.411329
11.456034	5.747679	10.885199
11.938112	5.875822	11.331883
12.361410	5.950947	11.720363
12.701312	5.974136	12.028595
12.943449	5.950623	12.244166
13.083643	5.888740	12.364152
13.127074	5.798747	12.394241
13.086775	5.691662	12.347264
12.981656	5.578189	12.241309
12.834242	5.467812	12.097599
12.668349	5.368127	11.938327
12.506889	5.284422	11.784643
12.369969	5.219524	11.654925
12.273419	5.173891	11.563467
12.227828	5.145908	11.519636
12.238117	5.132340	11.527539
12.303632	5.128878	11.586157
12.418711	5.130729	11.689912
12.573607	5.133173	11.829564
12.755687	5.132057	11.993324
12.950746	5.124174	12.168088
13.144343	5.107511	12.340660
13.323031	5.081358	12.498863
13.475387	5.046275	12.632475
13.592783	5.003945	12.733899
13.669856	4.956924	12.798563
13.704666	4.908334	12.825032
13.698557	4.861531	12.814854
13.655778	4.819768	12.772177
13.582894	4.785899	12.703195
13.488085	4.762132	12.615490
13.380378	4.749863	12.517327
13.268905	4.749572	12.416972
13.162220	4.760816	12.322080
13.067753	4.782274	12.239205
12.991399	4.811872	12.173446
12.937283	4.846933	12.128248
12.907684	4.884381	12.105354
12.903102	4.920946	12.104886
12.922447	4.953382	12.125541
12.963314	4.978675	12.164850
13.022299	4.994240	12.219493
13.095336	4.998087	12.285611
13.178005	4.988963	12.359101
13.265813	4.966452	12.435877
13.354404	4.931036	12.512067
13.439718	4.884107	12.584157
13.518091	4.827927	12.649075
13.586303	4.765532	12.704226
13.641591	4.700586	12.747491
13.681644	4.637187	12.777198
13.704589	4.579629	12.792093
13.708987	4.532145	12.791303
13.693837	4.498632	12.774316
13.658599	4.482398	12.740979
13.603230	4.485927	12.691499
13.528219	4.510700	12.626467
13.434628	4.557088	12.546874
13.324105	4.624313	12.454126
13.198878	4.710495	12.350039
13.061703	4.812784	12.236811
12.915785	4.927554	12.116962
12.764645	5.050656	11.993246
12.611965	5.177703	11.868539
